sl_id,sl_store,sl_address,sl_address2,sl_city,sl_state,sl_zip,sl_country,sl_latitude,sl_longitude,sl_tags,sl_description,sl_email,sl_url,sl_hours,sl_phone,sl_fax,sl_image,sl_private,sl_neat_title,sl_linked_postid,sl_pages_url,sl_option_value,sl_lastupdated
,HandH Heating Air,13646 Norris Avenue,,Sylmar,CA,,USA,,,"Furnace Repair, A/C Repair, Furnace Installation, A/C Installation",<br>Quality In-home Furnace Tune-up $89<br> [product id=18]<br>,info@thehvac.net,http://hhheatingmanh.myhvacshop.com/services/,"7-7 Monday - Saturday, 9-5 Sunday",1-800-282-4912,,http://myhvacshop.com/wp-content/uploads/2015/01/explorable.png,,,0,http://hhheatingmanh.myhvacshop.com/services/,,1/24/2017 4:33:09
,Hi Desert HeatingandCooling,9374 SVL Box,,Victorville,CA,,USA,,,"Furnace Repair, A/C Repair, Furnace Installation, A/C Installation",<br>Quality In-home Furnace Tune-up $89<br> [product id=18]<br>,info@thehvac.net,http://hidesert.myhvacshop.com/services/,"7-7 Monday - Saturday, 9-5 Sunday",1-800-282-4912,,http://myhvacshop.com/wp-content/uploads/2015/01/explorable.png,,,0,http://hidesert.myhvacshop.com/services/,,1/25/2017 4:33:09
,"Highland Heating and Air, Inc.",602 East Virgina Avenue,,Glendora,CA,,USA,,,"Furnace Repair, A/C Repair, Furnace Installation, A/C Installation",<br>Quality In-home Furnace Tune-up $89<br> [product id=18]<br>,info@thehvac.net,http://highland.myhvacshop.com/services/,"7-7 Monday - Saturday, 9-5 Sunday",1-800-282-4912,,http://myhvacshop.com/wp-content/uploads/2015/01/explorable.png,,,0,http://highland.myhvacshop.com/services/,,1/26/2017 4:33:09
,"Hillside Heating and Air Conditioning, Inc.",400 Priceland Court #3,,Corona,CA,,USA,,,"Furnace Repair, A/C Repair, Furnace Installation, A/C Installation",<br>Quality In-home Furnace Tune-up $89<br> [product id=18]<br>,info@thehvac.net,http://hillside.myhvacshop.com/services/,"7-7 Monday - Saturday, 9-5 Sunday",1-800-282-4912,,http://myhvacshop.com/wp-content/uploads/2015/01/explorable.png,,,0,http://hillside.myhvacshop.com/services/,,1/27/2017 4:33:09
,Hill Systems Heating and Air,597 Grafton Street,,Manteca,CA,,USA,,,"Furnace Repair, A/C Repair, Furnace Installation, A/C Installation",<br>Quality In-home Furnace Tune-up $89<br> [product id=18]<br>,info@thehvac.net,http://hillsystems.myhvacshop.com/services/,"7-7 Monday - Saturday, 9-5 Sunday",1-800-282-4912,,http://myhvacshop.com/wp-content/uploads/2015/01/explorable.png,,,0,http://hillsystems.myhvacshop.com/services/,,1/28/2017 4:33:09
,Hi-Tech Roofing Inc,405 E. Lake Ave,,San Jose,CA,,USA,,,"Furnace Repair, A/C Repair, Furnace Installation, A/C Installation",<br>Quality In-home Furnace Tune-up $89<br> [product id=18]<br>,info@thehvac.net,http://hitech.myhvacshop.com/services/,"7-7 Monday - Saturday, 9-5 Sunday",1-800-282-4912,,http://myhvacshop.com/wp-content/uploads/2015/01/explorable.png,,,0,http://hitech.myhvacshop.com/services/,,1/29/2017 4:33:09
,"H.L. MOE CO, INC dba John Keefe Co.",8549 Wilshire Blvd,,Beverly Hills,CA,,USA,,,"Furnace Repair, A/C Repair, Furnace Installation, A/C Installation",<br>Quality In-home Furnace Tune-up $89<br> [product id=18]<br>,info@thehvac.net,http://hlmoe.myhvacshop.com/services/,"7-7 Monday - Saturday, 9-5 Sunday",1-800-282-4912,,http://myhvacshop.com/wp-content/uploads/2015/01/explorable.png,,,0,http://hlmoe.myhvacshop.com/services/,,1/30/2017 4:33:09
,Hoffman Cooling and Heating,5141 Veloz Ave,,Tarzana,CA,,USA,,,"Furnace Repair, A/C Repair, Furnace Installation, A/C Installation",<br>Quality In-home Furnace Tune-up $89<br> [product id=18]<br>,info@thehvac.net,http://hoffma.myhvacshop.com/services/,"7-7 Monday - Saturday, 9-5 Sunday",1-800-282-4912,,http://myhvacshop.com/wp-content/uploads/2015/01/explorable.png,,,0,http://hoffma.myhvacshop.com/services/,,1/31/2017 4:33:09
,Home Heating and Air Cond,7063 Commerce Cir Ste I,,Pleasanton,CA,,USA,,,"Furnace Repair, A/C Repair, Furnace Installation, A/C Installation",<br>Quality In-home Furnace Tune-up $89<br> [product id=18]<br>,info@thehvac.net,http://hoheac.myhvacshop.com/services/,"7-7 Monday - Saturday, 9-5 Sunday",1-800-282-4912,,http://myhvacshop.com/wp-content/uploads/2015/01/explorable.png,,,0,http://hoheac.myhvacshop.com/services/,,2/1/2017 4:33:09
,Holt Services,9287 Tamerton Way,,Sacramento,CA,,USA,,,"Furnace Repair, A/C Repair, Furnace Installation, A/C Installation",<br>Quality In-home Furnace Tune-up $89<br> [product id=18]<br>,info@thehvac.net,http://holtservices.myhvacshop.com/services/,"7-7 Monday - Saturday, 9-5 Sunday",1-800-282-4912,,http://myhvacshop.com/wp-content/uploads/2015/01/explorable.png,,,0,http://holtservices.myhvacshop.com/services/,,2/2/2017 4:33:09
,Home Comfort Htgand A/C,344 Stowe Terr.,,Los Angeles,CA,,USA,,,"Furnace Repair, A/C Repair, Furnace Installation, A/C Installation",<br>Quality In-home Furnace Tune-up $89<br> [product id=18]<br>,info@thehvac.net,http://homeco.myhvacshop.com/services/,"7-7 Monday - Saturday, 9-5 Sunday",1-800-282-4912,,http://myhvacshop.com/wp-content/uploads/2015/01/explorable.png,,,0,http://homeco.myhvacshop.com/services/,,2/3/2017 4:33:09
,Home Furnace and Plumbing,800 De La Vina Street,,Santa Barbara,CA,,USA,,,"Furnace Repair, A/C Repair, Furnace Installation, A/C Installation",<br>Quality In-home Furnace Tune-up $89<br> [product id=18]<br>,info@thehvac.net,http://homefurnace.myhvacshop.com/services/,"7-7 Monday - Saturday, 9-5 Sunday",1-800-282-4912,,http://myhvacshop.com/wp-content/uploads/2015/01/explorable.png,,,0,http://homefurnace.myhvacshop.com/services/,,2/4/2017 4:33:09
,HoneyÂ´s Air,5536 Pirrone Road,,Salida,CA,,USA,,,"Furnace Repair, A/C Repair, Furnace Installation, A/C Installation",<br>Quality In-home Furnace Tune-up $89<br> [product id=18]<br>,info@thehvac.net,honeysair.net,"7-7 Monday - Saturday, 9-5 Sunday",1-800-282-4912,,http://myhvacshop.com/wp-content/uploads/2015/01/explorable.png,,,0,honeysair.net,,2/5/2017 4:33:09
,Howard A/C and Htg Co.,27971 Featherstar Ave,,Saugus,CA,,USA,,,"Furnace Repair, A/C Repair, Furnace Installation, A/C Installation",<br>Quality In-home Furnace Tune-up $89<br> [product id=18]<br>,info@thehvac.net,http://howard.myhvacshop.com/services/,"7-7 Monday - Saturday, 9-5 Sunday",1-800-282-4912,,http://myhvacshop.com/wp-content/uploads/2015/01/explorable.png,,,0,http://howard.myhvacshop.com/services/,,2/6/2017 4:33:09
,Hubbell Air,810 Washington Ave.,,Bakersfield,CA,,USA,,,"Furnace Repair, A/C Repair, Furnace Installation, A/C Installation",<br>Quality In-home Furnace Tune-up $89<br> [product id=18]<br>,info@thehvac.net,http://hubair.myhvacshop.com/services/,"7-7 Monday - Saturday, 9-5 Sunday",1-800-282-4912,,http://myhvacshop.com/wp-content/uploads/2015/01/explorable.png,,,0,http://hubair.myhvacshop.com/services/,,2/7/2017 4:33:09
,"Hughes Plumbing and Air Conditioning, Inc.",1436 Calle San Sebastian,,San Jacinto,CA,,USA,,,"Furnace Repair, A/C Repair, Furnace Installation, A/C Installation",<br>Quality In-home Furnace Tune-up $89<br> [product id=18]<br>,info@thehvac.net,http://hughesplumbing.myhvacshop.com/services/,"7-7 Monday - Saturday, 9-5 Sunday",1-800-282-4912,,http://myhvacshop.com/wp-content/uploads/2015/01/explorable.png,,,0,http://hughesplumbing.myhvacshop.com/services/,,2/8/2017 4:33:09
,Hurley Air Conditioning,5739 E. San Juan Dr,,Orange,CA,,USA,,,"Furnace Repair, A/C Repair, Furnace Installation, A/C Installation",<br>Quality In-home Furnace Tune-up $89<br> [product id=18]<br>,info@thehvac.net,http://hurley.myhvacshop.com/services/,"7-7 Monday - Saturday, 9-5 Sunday",1-800-282-4912,,http://myhvacshop.com/wp-content/uploads/2015/01/explorable.png,,,0,http://hurley.myhvacshop.com/services/,,2/9/2017 4:33:09
,Hurliman Htg and A/C Inc,3152 E. La Palma Ave Ste E,,Anaheim,CA,,USA,,,"Furnace Repair, A/C Repair, Furnace Installation, A/C Installation",<br>Quality In-home Furnace Tune-up $89<br> [product id=18]<br>,info@thehvac.net,http://hurlim.myhvacshop.com/services/,"7-7 Monday - Saturday, 9-5 Sunday",1-800-282-4912,,http://myhvacshop.com/wp-content/uploads/2015/01/explorable.png,,,0,http://hurlim.myhvacshop.com/services/,,2/10/2017 4:33:09
,"Hussey Bros, Inc",640 Taylor Avenue,,Sunnyvale,CA,,USA,,,"Furnace Repair, A/C Repair, Furnace Installation, A/C Installation",<br>Quality In-home Furnace Tune-up $89<br> [product id=18]<br>,info@thehvac.net,http://husseybros.myhvacshop.com/services/,"7-7 Monday - Saturday, 9-5 Sunday",1-800-282-4912,,http://myhvacshop.com/wp-content/uploads/2015/01/explorable.png,,,0,http://husseybros.myhvacshop.com/services/,,2/11/2017 4:33:09
,"H.V.A.C Mechanical, Inc",1000 E. Howell Unit B,,Anaheim,CA,,USA,,,"Furnace Repair, A/C Repair, Furnace Installation, A/C Installation",<br>Quality In-home Furnace Tune-up $89<br> [product id=18]<br>,info@thehvac.net,http://hvacmech.myhvacshop.com/services/,"7-7 Monday - Saturday, 9-5 Sunday",1-800-282-4912,,http://myhvacshop.com/wp-content/uploads/2015/01/explorable.png,,,0,http://hvacmech.myhvacshop.com/services/,,2/12/2017 4:33:09
,Iceland Refrigeration Co,15212 Valerio St,,Van Nuys,CA,,USA,,,"Furnace Repair, A/C Repair, Furnace Installation, A/C Installation",<br>Quality In-home Furnace Tune-up $89<br> [product id=18]<br>,info@thehvac.net,http://iceland.myhvacshop.com/services/,"7-7 Monday - Saturday, 9-5 Sunday",1-800-282-4912,,http://myhvacshop.com/wp-content/uploads/2015/01/explorable.png,,,0,http://iceland.myhvacshop.com/services/,,2/13/2017 4:33:09
,"ICOM Mechanical, Inc.",477 Burke St,,San Jose,CA,,USA,,,"Furnace Repair, A/C Repair, Furnace Installation, A/C Installation",<br>Quality In-home Furnace Tune-up $89<br> [product id=18]<br>,info@thehvac.net,http://icomme.myhvacshop.com/services/,"7-7 Monday - Saturday, 9-5 Sunday",1-800-282-4912,,http://myhvacshop.com/wp-content/uploads/2015/01/explorable.png,,,0,http://icomme.myhvacshop.com/services/,,2/14/2017 4:33:09
,I.C. Refrigeration,2216 Rockefeller Dr.,,Ceres,CA,,USA,,,"Furnace Repair, A/C Repair, Furnace Installation, A/C Installation",<br>Quality In-home Furnace Tune-up $89<br> [product id=18]<br>,info@thehvac.net,http://icref.myhvacshop.com/services/,"7-7 Monday - Saturday, 9-5 Sunday",1-800-282-4912,,http://myhvacshop.com/wp-content/uploads/2015/01/explorable.png,,,0,http://icref.myhvacshop.com/services/,,2/15/2017 4:33:09
,"ICR Refrigeration, Inc.",1021 Black Diamond Way,,Lodi,CA,,USA,,,"Furnace Repair, A/C Repair, Furnace Installation, A/C Installation",<br>Quality In-home Furnace Tune-up $89<br> [product id=18]<br>,info@thehvac.net,http://icrrefrigeratio.myhvacshop.com/services/,"7-7 Monday - Saturday, 9-5 Sunday",1-800-282-4912,,http://myhvacshop.com/wp-content/uploads/2015/01/explorable.png,,,0,http://icrrefrigeratio.myhvacshop.com/services/,,2/16/2017 4:33:09
,"Ideal Comfort, Inc.",9836 Sixth Street Ste. A.,,Rancho Cucamonga,CA,,USA,,,"Furnace Repair, A/C Repair, Furnace Installation, A/C Installation",<br>Quality In-home Furnace Tune-up $89<br> [product id=18]<br>,info@thehvac.net,http://idealc.myhvacshop.com/services/,"7-7 Monday - Saturday, 9-5 Sunday",1-800-282-4912,,http://myhvacshop.com/wp-content/uploads/2015/01/explorable.png,,,0,http://idealc.myhvacshop.com/services/,,2/17/2017 4:33:09
,Ideal Mechanical Htg and AC,8524 Ablette Road,,Santee,CA,,USA,,,"Furnace Repair, A/C Repair, Furnace Installation, A/C Installation",<br>Quality In-home Furnace Tune-up $89<br> [product id=18]<br>,info@thehvac.net,http://idealm.myhvacshop.com/services/,"7-7 Monday - Saturday, 9-5 Sunday",1-800-282-4912,,http://myhvacshop.com/wp-content/uploads/2015/01/explorable.png,,,0,http://idealm.myhvacshop.com/services/,,2/18/2017 4:33:09
,Ideal Plumbing Htgand Elect,5161 Waring Road,,San Diego,CA,,USA,,,"Furnace Repair, A/C Repair, Furnace Installation, A/C Installation",<br>Quality In-home Furnace Tune-up $89<br> [product id=18]<br>,info@thehvac.net,http://idealp.myhvacshop.com/services/,"7-7 Monday - Saturday, 9-5 Sunday",1-800-282-4912,,http://myhvacshop.com/wp-content/uploads/2015/01/explorable.png,,,0,http://idealp.myhvacshop.com/services/,,2/19/2017 4:33:09
,"Ideal Refrigeration, Inc.",4523 Brazil Street,,Los Angeles,CA,,USA,,,"Furnace Repair, A/C Repair, Furnace Installation, A/C Installation",<br>Quality In-home Furnace Tune-up $89<br> [product id=18]<br>,info@thehvac.net,http://idealrefrig.myhvacshop.com/services/,"7-7 Monday - Saturday, 9-5 Sunday",1-800-282-4912,,http://myhvacshop.com/wp-content/uploads/2015/01/explorable.png,,,0,http://idealrefrig.myhvacshop.com/services/,,2/20/2017 4:33:09
,Ideal Service Co.,1231 Diamond Way Ste D,,Concord,CA,,USA,,,"Furnace Repair, A/C Repair, Furnace Installation, A/C Installation",<br>Quality In-home Furnace Tune-up $89<br> [product id=18]<br>,info@thehvac.net,http://ideals.myhvacshop.com/services/,"7-7 Monday - Saturday, 9-5 Sunday",1-800-282-4912,,http://myhvacshop.com/wp-content/uploads/2015/01/explorable.png,,,0,http://ideals.myhvacshop.com/services/,,2/21/2017 4:33:09
,Ideal Mechanical,8524 Ablette Rd,,Santee,CA,,USA,,,"Furnace Repair, A/C Repair, Furnace Installation, A/C Installation",<br>Quality In-home Furnace Tune-up $89<br> [product id=18]<br>,info@thehvac.net,http://idemec.myhvacshop.com/services/,"7-7 Monday - Saturday, 9-5 Sunday",1-800-282-4912,,http://myhvacshop.com/wp-content/uploads/2015/01/explorable.png,,,0,http://idemec.myhvacshop.com/services/,,2/22/2017 4:33:09
,Ikes Heating and Air Cond,1107 W Linwood Ave,,Turlock,CA,,USA,,,"Furnace Repair, A/C Repair, Furnace Installation, A/C Installation",<br>Quality In-home Furnace Tune-up $89<br> [product id=18]<br>,info@thehvac.net,http://ikesac.myhvacshop.com/services/,"7-7 Monday - Saturday, 9-5 Sunday",1-800-282-4912,,http://myhvacshop.com/wp-content/uploads/2015/01/explorable.png,,,0,http://ikesac.myhvacshop.com/services/,,2/23/2017 4:33:09
,Indoor Comfort Systems,10230 Prince Jed Ct,,Santee,CA,,USA,,,"Furnace Repair, A/C Repair, Furnace Installation, A/C Installation",<br>Quality In-home Furnace Tune-up $89<br> [product id=18]<br>,info@thehvac.net,http://incosy.myhvacshop.com/services/,"7-7 Monday - Saturday, 9-5 Sunday",1-800-282-4912,,http://myhvacshop.com/wp-content/uploads/2015/01/explorable.png,,,0,http://incosy.myhvacshop.com/services/,,2/24/2017 4:33:09
,Indoor Comfort Control,3411 Travis Ave,,Simi Valley,CA,,USA,,,"Furnace Repair, A/C Repair, Furnace Installation, A/C Installation",<br>Quality In-home Furnace Tune-up $89<br> [product id=18]<br>,info@thehvac.net,http://indcom.myhvacshop.com/services/,"7-7 Monday - Saturday, 9-5 Sunday",1-800-282-4912,,http://myhvacshop.com/wp-content/uploads/2015/01/explorable.png,,,0,http://indcom.myhvacshop.com/services/,,2/25/2017 4:33:09
,Indoor Comfort Solutions,2828 Cochran St. # 362,,Simi Valley,CA,,USA,,,"Furnace Repair, A/C Repair, Furnace Installation, A/C Installation",<br>Quality In-home Furnace Tune-up $89<br> [product id=18]<br>,info@thehvac.net,http://indcoso.myhvacshop.com/services/,"7-7 Monday - Saturday, 9-5 Sunday",1-800-282-4912,,http://myhvacshop.com/wp-content/uploads/2015/01/explorable.png,,,0,http://indcoso.myhvacshop.com/services/,,2/26/2017 4:33:09
,Indoor Environmental Serv,1512 Silica Ave,,Sacramento,CA,,USA,,,"Furnace Repair, A/C Repair, Furnace Installation, A/C Installation",<br>Quality In-home Furnace Tune-up $89<br> [product id=18]<br>,info@thehvac.net,http://indenv.myhvacshop.com/services/,"7-7 Monday - Saturday, 9-5 Sunday",1-800-282-4912,,http://myhvacshop.com/wp-content/uploads/2015/01/explorable.png,,,0,http://indenv.myhvacshop.com/services/,,2/27/2017 4:33:09
,Independent Mechanical,8940 Meadows Spring Drive,,Elk Grove,CA,,USA,,,"Furnace Repair, A/C Repair, Furnace Installation, A/C Installation",<br>Quality In-home Furnace Tune-up $89<br> [product id=18]<br>,info@thehvac.net,http://independent.myhvacshop.com/services/,"7-7 Monday - Saturday, 9-5 Sunday",1-800-282-4912,,http://myhvacshop.com/wp-content/uploads/2015/01/explorable.png,,,0,http://independent.myhvacshop.com/services/,,2/28/2017 4:33:09
,Indesign HVAC,515 South Flower Street 36th Floor,,Los Angeles,CA,,USA,,,"Furnace Repair, A/C Repair, Furnace Installation, A/C Installation",<br>Quality In-home Furnace Tune-up $89<br> [product id=18]<br>,info@thehvac.net,http://indesign.myhvacshop.com/services/,"7-7 Monday - Saturday, 9-5 Sunday",1-800-282-4912,,http://myhvacshop.com/wp-content/uploads/2015/01/explorable.png,,,0,http://indesign.myhvacshop.com/services/,,3/1/2017 4:33:09
,Indoor Comfort Htg. and Air,5018 Michael Angelo Ct,,Fairfield,CA,,USA,,,"Furnace Repair, A/C Repair, Furnace Installation, A/C Installation",<br>Quality In-home Furnace Tune-up $89<br> [product id=18]<br>,info@thehvac.net,http://indoo.myhvacshop.com/services/,"7-7 Monday - Saturday, 9-5 Sunday",1-800-282-4912,,http://myhvacshop.com/wp-content/uploads/2015/01/explorable.png,,,0,http://indoo.myhvacshop.com/services/,,3/2/2017 4:33:09
,Indoor Climate,1819 Shamrock Avenue,,Palmdale,CA,,USA,,,"Furnace Repair, A/C Repair, Furnace Installation, A/C Installation",<br>Quality In-home Furnace Tune-up $89<br> [product id=18]<br>,info@thehvac.net,http://indoorclimate.myhvacshop.com/services/,"7-7 Monday - Saturday, 9-5 Sunday",1-800-282-4912,,http://myhvacshop.com/wp-content/uploads/2015/01/explorable.png,,,0,http://indoorclimate.myhvacshop.com/services/,,3/3/2017 4:33:09
,Indoor Quality Services,1106 West Minarets Avenue,,Fresno,CA,,USA,,,"Furnace Repair, A/C Repair, Furnace Installation, A/C Installation",<br>Quality In-home Furnace Tune-up $89<br> [product id=18]<br>,info@thehvac.net,http://indoororchard.myhvacshop.com/services/,"7-7 Monday - Saturday, 9-5 Sunday",1-800-282-4912,,http://myhvacshop.com/wp-content/uploads/2015/01/explorable.png,,,0,http://indoororchard.myhvacshop.com/services/,,3/4/2017 4:33:09
,Indoor Temperature Control,43929 Marbella Street,,Lancaster,CA,,USA,,,"Furnace Repair, A/C Repair, Furnace Installation, A/C Installation",<br>Quality In-home Furnace Tune-up $89<br> [product id=18]<br>,info@thehvac.net,http://indoortemp.myhvacshop.com/services/,"7-7 Monday - Saturday, 9-5 Sunday",1-800-282-4912,,http://myhvacshop.com/wp-content/uploads/2015/01/explorable.png,,,0,http://indoortemp.myhvacshop.com/services/,,3/5/2017 4:33:09
,Industrial Air Innovation,323 S Sierra Way,,San Bernardino,CA,,USA,,,"Furnace Repair, A/C Repair, Furnace Installation, A/C Installation",<br>Quality In-home Furnace Tune-up $89<br> [product id=18]<br>,info@thehvac.net,http://industrial.myhvacshop.com/services/,"7-7 Monday - Saturday, 9-5 Sunday",1-800-282-4912,,http://myhvacshop.com/wp-content/uploads/2015/01/explorable.png,,,0,http://industrial.myhvacshop.com/services/,,3/6/2017 4:33:09
,Infinity Heating and Air,2500 Payne Avenue,,Modesto,CA,,USA,,,"Furnace Repair, A/C Repair, Furnace Installation, A/C Installation",<br>Quality In-home Furnace Tune-up $89<br> [product id=18]<br>,info@thehvac.net,http://infinityheating.myhvacshop.com/services/,"7-7 Monday - Saturday, 9-5 Sunday",1-800-282-4912,,http://myhvacshop.com/wp-content/uploads/2015/01/explorable.png,,,0,http://infinityheating.myhvacshop.com/services/,,3/7/2017 4:33:09
,Inner Air,4257 Tanbark St,,San Jose,CA,,USA,,,"Furnace Repair, A/C Repair, Furnace Installation, A/C Installation",<br>Quality In-home Furnace Tune-up $89<br> [product id=18]<br>,info@thehvac.net,http://inner.myhvacshop.com/services/,"7-7 Monday - Saturday, 9-5 Sunday",1-800-282-4912,,http://myhvacshop.com/wp-content/uploads/2015/01/explorable.png,,,0,http://inner.myhvacshop.com/services/,,3/8/2017 4:33:09
,Integrity Comfort Systems,27605 Saffron Lane,,Saugus,CA,,USA,,,"Furnace Repair, A/C Repair, Furnace Installation, A/C Installation",<br>Quality In-home Furnace Tune-up $89<br> [product id=18]<br>,info@thehvac.net,http://integ.myhvacshop.com/services/,"7-7 Monday - Saturday, 9-5 Sunday",1-800-282-4912,,http://myhvacshop.com/wp-content/uploads/2015/01/explorable.png,,,0,http://integ.myhvacshop.com/services/,,3/9/2017 4:33:09
,"Interstate Air Quality, Inc.",7330 Via Vista Drive,,Riverside,CA,,USA,,,"Furnace Repair, A/C Repair, Furnace Installation, A/C Installation",<br>Quality In-home Furnace Tune-up $89<br> [product id=18]<br>,info@thehvac.net,http://interstate.myhvacshop.com/services/,"7-7 Monday - Saturday, 9-5 Sunday",1-800-282-4912,,http://myhvacshop.com/wp-content/uploads/2015/01/explorable.png,,,0,http://interstate.myhvacshop.com/services/,,3/10/2017 4:33:09
,IT Appliance Service,11024 Baloa Blvd #246,,Granada Hills,CA,,USA,,,"Furnace Repair, A/C Repair, Furnace Installation, A/C Installation",<br>Quality In-home Furnace Tune-up $89<br> [product id=18]<br>,info@thehvac.net,http://itappliance.myhvacshop.com/services/,"7-7 Monday - Saturday, 9-5 Sunday",1-800-282-4912,,http://myhvacshop.com/wp-content/uploads/2015/01/explorable.png,,,0,http://itappliance.myhvacshop.com/services/,,3/11/2017 4:33:09
,Izmirian Roofing andShtMtl,229 S Railroad Ave,,San Mateo,CA,,USA,,,"Furnace Repair, A/C Repair, Furnace Installation, A/C Installation",<br>Quality In-home Furnace Tune-up $89<br> [product id=18]<br>,info@thehvac.net,http://izmiri.myhvacshop.com/services/,"7-7 Monday - Saturday, 9-5 Sunday",1-800-282-4912,,http://myhvacshop.com/wp-content/uploads/2015/01/explorable.png,,,0,http://izmiri.myhvacshop.com/services/,,3/12/2017 4:33:09
,JandW Air Conditioning,11248 Keswick St.,,Sun Valley,CA,,USA,,,"Furnace Repair, A/C Repair, Furnace Installation, A/C Installation",<br>Quality In-home Furnace Tune-up $89<br> [product id=18]<br>,info@thehvac.net,http://jandwaircond.myhvacshop.com/services/,"7-7 Monday - Saturday, 9-5 Sunday",1-800-282-4912,,http://myhvacshop.com/wp-content/uploads/2015/01/explorable.png,,,0,http://jandwaircond.myhvacshop.com/services/,,3/13/2017 4:33:09
,J.A.C. Heating and Air,4213 Ironwood Drive,,Chino HIlls,CA,,USA,,,"Furnace Repair, A/C Repair, Furnace Installation, A/C Installation",<br>Quality In-home Furnace Tune-up $89<br> [product id=18]<br>,info@thehvac.net,http://jacheating.myhvacshop.com/services/,"7-7 Monday - Saturday, 9-5 Sunday",1-800-282-4912,,http://myhvacshop.com/wp-content/uploads/2015/01/explorable.png,,,0,http://jacheating.myhvacshop.com/services/,,3/14/2017 4:33:09
,"James A/C and Heating, Inc.",2100 Deerfield Street,,Bakersfield,CA,,USA,,,"Furnace Repair, A/C Repair, Furnace Installation, A/C Installation",<br>Quality In-home Furnace Tune-up $89<br> [product id=18]<br>,info@thehvac.net,http://jamesac.myhvacshop.com/services/,"7-7 Monday - Saturday, 9-5 Sunday",1-800-282-4912,,http://myhvacshop.com/wp-content/uploads/2015/01/explorable.png,,,0,http://jamesac.myhvacshop.com/services/,,3/15/2017 4:33:09
,Janal Heating and A/C,740-A Sierra Vista Ave,,Mountain View,CA,,USA,,,"Furnace Repair, A/C Repair, Furnace Installation, A/C Installation",<br>Quality In-home Furnace Tune-up $89<br> [product id=18]<br>,info@thehvac.net,http://janalh.myhvacshop.com/services/,"7-7 Monday - Saturday, 9-5 Sunday",1-800-282-4912,,http://myhvacshop.com/wp-content/uploads/2015/01/explorable.png,,,0,http://janalh.myhvacshop.com/services/,,3/16/2017 4:33:09
,Jason Keller Heating and Air Condtioning,10800 Guibal Avenue,,Gilroy,CA,,USA,,,"Furnace Repair, A/C Repair, Furnace Installation, A/C Installation",<br>Quality In-home Furnace Tune-up $89<br> [product id=18]<br>,info@thehvac.net,http://jasonkeller.myhvacshop.com/services/,"7-7 Monday - Saturday, 9-5 Sunday",1-800-282-4912,,http://myhvacshop.com/wp-content/uploads/2015/01/explorable.png,,,0,http://jasonkeller.myhvacshop.com/services/,,3/17/2017 4:33:09
,Jax HVAC,461 Willamette Dr,,Vacaville,CA,,USA,,,"Furnace Repair, A/C Repair, Furnace Installation, A/C Installation",<br>Quality In-home Furnace Tune-up $89<br> [product id=18]<br>,info@thehvac.net,http://jax.myhvacshop.com/services/,"7-7 Monday - Saturday, 9-5 Sunday",1-800-282-4912,,http://myhvacshop.com/wp-content/uploads/2015/01/explorable.png,,,0,http://jax.myhvacshop.com/services/,,3/18/2017 4:33:09
,Jay Cee's HVAC Mechanical,11144 Balboa Blvd Ste 221,,Granada Hills,CA,,USA,,,"Furnace Repair, A/C Repair, Furnace Installation, A/C Installation",<br>Quality In-home Furnace Tune-up $89<br> [product id=18]<br>,info@thehvac.net,http://jaycee.myhvacshop.com/services/,"7-7 Monday - Saturday, 9-5 Sunday",1-800-282-4912,,http://myhvacshop.com/wp-content/uploads/2015/01/explorable.png,,,0,http://jaycee.myhvacshop.com/services/,,3/19/2017 4:33:09
,J C Building Systems,7 Chardonnay,,Irvine,CA,,USA,,,"Furnace Repair, A/C Repair, Furnace Installation, A/C Installation",<br>Quality In-home Furnace Tune-up $89<br> [product id=18]<br>,info@thehvac.net,http://jcbuilding.myhvacshop.com/services/,"7-7 Monday - Saturday, 9-5 Sunday",1-800-282-4912,,http://myhvacshop.com/wp-content/uploads/2015/01/explorable.png,,,0,http://jcbuilding.myhvacshop.com/services/,,3/20/2017 4:33:09
,"JCL and Sons HVAC, Inc",6651 Sutton St,,Westminster,CA,,USA,,,"Furnace Repair, A/C Repair, Furnace Installation, A/C Installation",<br>Quality In-home Furnace Tune-up $89<br> [product id=18]<br>,info@thehvac.net,http://jcl.myhvacshop.com/services/,"7-7 Monday - Saturday, 9-5 Sunday",1-800-282-4912,,http://myhvacshop.com/wp-content/uploads/2015/01/explorable.png,,,0,http://jcl.myhvacshop.com/services/,,3/21/2017 4:33:09
,JC Rego Refrigeration,2259 North MacArthur Drive,,Tracy,CA,,USA,,,"Furnace Repair, A/C Repair, Furnace Installation, A/C Installation",<br>Quality In-home Furnace Tune-up $89<br> [product id=18]<br>,info@thehvac.net,http://jcrego.myhvacshop.com/services/,"7-7 Monday - Saturday, 9-5 Sunday",1-800-282-4912,,http://myhvacshop.com/wp-content/uploads/2015/01/explorable.png,,,0,http://jcrego.myhvacshop.com/services/,,3/22/2017 4:33:09
